TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
70.008163265,-160.942,8.77979,-3.00491,8.03335,-0.243619,2.83079,0.609922,5.88312,0.503495,5.7563,0.231116,6.50751,1.46118,3.2125,-0.103798,0.279416,0.254467,2.13011,-2.6364,-1.80893,-3.99034
70.031383220,-144.948,9.05005,-4.34736,8.29239,-0.416977,4.36799,0.0735516,6.07439,-0.675587,5.95464,0.974842,2.43364,0.949449,2.30371,-1.89388,-0.405033,0.16578,2.27286,1.39083,0.589268,-3.69448
70.054603175,-155.151,12.7667,-0.80494,9.25207,2.18679,6.8874,-0.371458,8.32377,-1.35782,6.30289,-1.37031,2.83629,0.139942,-0.0114047,-1.43811,-1.07117,-1.63125,-0.25074,-1.14504,0.81642,-1.41711
70.077823129,-158.801,16.9197,-0.399558,8.57823,-2.59262,5.81017,1.64281,4.45664,-0.599161,5.40223,-1.1301,3.01454,-3.97923,-0.587463,-2.75512,0.414103,2.64369,3.634,0.258787,1.39398,-0.762504
70.101043084,-180.855,24.7211,-5.71882,11.9213,-3.74945,6.07232,-2.32928,8.24634,-1.89168,6.43917,-2.49276,1.82918,-2.87364,-0.91195,-5.59954,-0.794566,-1.1714,2.99566,-1.52665,-0.281852,-2.00356
70.124263039,-184.067,26.492,-4.67024,10.6663,-0.382255,4.07145,0.665617,5.28056,-0.984976,3.01794,-2.71354,2.42613,-0.359398,1.72451,-4.48744,-3.19292,-0.74269,2.76222,0.547843,0.955196,-1.20808
70.147482993,-178.349,26.8294,0.854245,5.82936,-0.27016,0.379876,-1.04842,5.94212,-0.129264,1.66996,-2.55658,0.397156,-1.25294,1.23542,-3.20152,-2.19586,0.472122,1.50104,-0.658418,1.30019,-0.533089
70.170702948,-175.374,24.9441,0.318388,4.25689,0.325771,4.82513,-0.725979,2.26616,-0.161316,3.09776,-0.49536,3.33158,1.10674,4.40894,-0.820575,-2.83548,-1.73485,1.02284,-1.20447,-0.231802,-3.45465
70.193922902,-178.254,22.5969,-6.55515,8.53914,2.84601,2.31687,-3.7912,4.35762,-0.0626964,4.33903,-3.41808,-0.562375,-0.136507,5.28028,-0.950132,-2.11952,-4.39535,0.989691,-4.79072,-0.065819,-0.176136
70.217142857,-171.058,21.9813,-7.59131,10.2612,-0.32075,2.05152,-4.95459,3.10787,-1.38835,3.35024,1.02274,5.67405,0.663267,4.2377,2.32152,-0.0675134,-2.92808,-0.880755,-1.35283,-0.0268694,-1.24417
70.240362812,-172.237,23.08,-6.54403,6.10785,-2.36348,2.13113,-4.44753,0.397951,-1.83672,4.22208,1.48924,2.16611,0.520421,3.20261,0.114365,1.94823,-1.00288,3.34154,-0.634907,2.4381,0.407939
70.263582766,-168.326,22.3041,-9.4659,8.55468,-0.544564,2.13765,-6.90878,1.38798,0.171946,5.75098,2.70482,3.38506,1.84371,2.49069,-1.83605,2.21557,-2.95872,1.57151,-2.78088,2.73657,2.15929
70.286802721,-175.729,25.8271,-9.8035,4.84341,-1.24234,3.97322,-9.32762,2.83772,0.382059,2.20008,1.64975,4.47681,-0.231356,2.02494,2.43737,2.86105,-1.09181,3.48119,-2.87569,1.38793,1.73905
70.310022676,-177.452,22.348,-4.11491,5.24505,-1.05222,2.41146,-6.59039,-0.990237,-3.1366,3.01276,3.77707,5.74249,3.19547,4.05272,3.29663,-1.59271,-1.73672,-2.55552,-7.10305,-1.2792,2.29564
70.333242630,-177.871,22.5479,-2.8818,6.8471,-1.13869,2.22886,-3.55466,2.66752,-3.06604,1.20737,-0.839342,4.2786,0.0844449,2.97954,2.49764,0.751888,0.996727,2.67626,-4.04543,-0.0454647,-1.72323
70.356462585,-190.32,26.8005,-9.46373,14.0642,-6.71925,7.63474,-7.03498,10.8568,-8.11928,4.9948,-7.18036,9.86446,-7.06811,7.75775,-6.90456,5.14173,-4.05923,8.29129,-3.9184,6.31016,-2.0303
70.379682540,-179.893,18.3614,-3.32344,8.67735,-4.48967,4.44335,-2.54634,5.19437,2.25568,4.948,-1.17385,3.16591,-4.40126,-0.867298,-3.19065,2.51471,-1.42076,3.42263,-1.65673,3.03282,-1.36236
70.402902494,-149.767,15.4826,-0.985745,11.3799,2.51035,5.07164,-0.336307,5.38127,-0.532693,5.22429,1.12765,2.9929,0.698302,1.28758,-3.37583,-1.15673,-0.928345,1.23637,0.343656,-0.794807,-1.59718
70.426122449,-145.145,5.10714,-7.71706,6.43215,2.35013,8.51244,0.336585,6.43056,0.852338,5.92646,0.0153567,4.86968,1.79144,1.96453,0.27009,-2.39487,-1.73205,2.45174,3.11901,3.65841,-2.02341
70.449342404,-152.008,8.76059,-4.24029,9.77988,0.373182,6.77072,1.37757,6.1717,1.28073,6.94205,2.80473,3.3145,-0.129634,1.97653,-0.406119,0.205433,-0.648407,3.16493,1.80214,1.74669,-1.77495
70.472562358,-159.298,12.3438,-3.36786,6.1646,-5.02373,2.98285,-3.89256,5.86401,-2.78336,4.76892,-1.35072,6.20536,-0.272298,3.19763,-1.65819,0.0246813,-0.73412,-0.386693,-1.93555,-1.39424,-1.08172
70.495782313,-167.867,15.251,-4.9541,3.85229,-7.09784,2.74054,-1.71388,5.05904,-3.03076,4.38057,-1.50144,4.92539,1.94213,2.71097,-2.14264,-0.410309,1.23271,2.06672,-0.821196,1.03547,-1.23819
70.519002268,-175.49,17.3222,-8.14377,3.21412,-9.04083,2.39674,-4.00336,8.14197,-3.88103,4.97267,-4.63961,2.32308,-2.19909,2.2548,-3.4315,2.77771,-0.230554,1.96432,-2.08042,1.60364,0.640368
70.542222222,-176.351,23.7131,-6.68524,4.0796,-7.80368,2.20892,-6.11631,7.25676,-1.1895,8.79239,1.74339,4.94038,-2.03692,4.64102,-3.4549,3.01209,2.07498,6.47384,1.23405,2.12573,-0.347313
70.565442177,-183.343,24.323,-8.8339,0.105239,-6.8635,0.106392,-3.60755,3.81883,-1.96201,3.23508,-1.07222,1.05486,-3.05419,0.211832,-3.98459,1.25267,0.000546535,1.63383,-2.30021,-0.447642,-2.08815
70.588662132,-183.751,22.105,-7.95249,3.70642,-2.4233,3.29753,-2.06588,3.82076,0.342434,2.80631,1.33687,3.35598,1.17233,0.609236,-4.47661,2.61509,3.10188,5.88176,1.43371,3.34315,1.70397
70.611882086,-181.133,23.5378,-8.87779,5.35654,-2.1502,3.61449,-0.756916,10.0567,-0.690979,6.2281,4.28899,1.86163,-1.22121,-0.645347,-1.54933,0.126556,-3.34033,2.12929,0.657976,-0.398388,-2.46506
70.635102041,-183.319,21.7861,-6.38858,9.34697,3.8323,2.34963,-5.66487,7.37232,-2.13801,5.63009,1.19759,1.52834,-4.05111,1.0849,0.0495676,2.54001,-2.20162,-0.76668,-3.31236,-1.21828,-1.33045
70.658321995,-181.146,22.5505,-9.28892,9.46047,2.50939,1.33241,-2.65526,6.30982,-4.96913,1.42403,-2.26282,2.50076,-0.505874,3.54194,-3.73121,1.10853,-1.25861,-0.650533,-2.69975,-0.349883,-1.07732
70.681541950,-165.301,26.0707,-5.29671,5.62876,-0.429894,-2.2774,-5.94535,-0.442464,-4.22636,2.83509,1.58771,4.71492,0.671154,5.03803,-1.92328,1.19612,-0.78145,-0.976321,-1.3316,-1.93715,0.0103338
70.704761905,-165.216,24.6848,-7.90174,1.69652,-2.9239,2.30603,-5.03502,1.76539,-1.59167,4.07409,2.16552,3.1525,-1.66586,-1.55113,-3.07149,0.843874,-2.0107,-1.52083,-3.25716,2.90064,1.50474
70.727981859,-169.884,21.6151,-8.32568,2.63594,0.10746,3.42807,-3.13331,4.04115,2.40428,7.22296,6.73463,3.85958,-3.0403,-3.46073,-3.65564,-1.4943,-3.50663,0.211986,0.154703,-0.860735,2.18645
70.751201814,-170.555,20.1182,-8.90228,4.34168,0.343845,2.74653,-3.03938,0.645247,-3.16576,4.97522,5.38292,1.45529,-4.95968,-2.51844,-3.09716,-1.53825,-2.97771,-1.11262,-2.27872,0.920742,2.89108
70.774421769,-168.326,19.8194,-6.29398,6.48056,0.70822,3.24433,-4.10862,-1.08477,2.45434,5.42272,3.8008,0.632292,-2.83258,0.48182,-3.02697,-1.89897,-3.6706,0.019088,0.691757,4.15079,5.242
70.797641723,-151.367,18.3135,-6.92075,4.74354,-5.47522,1.6455,-4.43046,2.17511,-1.11179,7.14083,2.77953,1.18768,-3.4829,0.933641,-1.06988,1.44069,-0.949217,0.678082,-0.480101,0.935306,1.57491
70.820861678,-152.543,11.2172,-1.27132,10.6499,4.18493,7.75034,0.940208,2.96428,-1.17807,5.28639,0.405528,2.22504,-0.996079,0.138763,0.332921,0.954637,1.5143,3.86328,1.81094,2.4921,-0.821296
70.844081633,-148.794,6.85375,-6.50117,4.45475,-0.689195,7.00513,1.27056,9.4871,1.66522,9.61166,1.39058,3.3633,1.99447,3.47705,1.18022,1.37293,-0.313994,-0.286635,2.5486,2.28955,-1.49255
70.867301587,-152.242,9.37628,-5.35896,7.32629,-1.8045,6.43039,-0.252038,9.89535,0.272908,5.81947,0.995806,3.22611,-2.30085,-1.69551,-1.98212,-0.131598,2.20823,1.89952,0.986846,2.51245,-0.756285
70.890521542,-156.294,13.7087,-3.2324,6.95209,-3.01874,8.0673,-0.282478,8.32278,-3.91594,6.72026,0.981608,3.8594,0.751184,0.439042,-4.15827,0.2269,0.516862,2.01907,1.23821,2.83195,1.45169
70.913741497,-170.176,15.7303,-7.28822,8.25717,-5.73799,7.19929,-3.49725,8.23505,-1.81278,5.86677,-1.7913,3.50986,-0.624234,1.63361,-3.90079,0.48582,2.355,2.05859,0.355627,0.800661,-0.632772
70.936961451,-176.682,21.4909,-5.93216,15.1549,-7.8687,8.36885,-2.9599,8.16457,-2.74425,3.89582,-2.56069,0.835285,-3.19807,-1.80799,-4.53132,0.211343,0.905424,1.82826,0.743239,-1.04228,-1.26338
70.960181406,-180.385,20.1514,-3.81226,11.5451,-6.19846,7.91624,-4.45046,3.19769,-1.80488,3.10473,-0.960855,-0.123125,-4.13857,-2.49318,-2.6651,1.42754,-1.29974,2.55492,2.34443,-0.439533,0.209112
70.983401361,-160.913,17.9988,-2.73501,8.07749,-4.60048,5.39962,-5.20877,-2.68162,-1.31555,4.52581,2.87344,4.58077,-0.100313,0.613255,-2.11162,2.11168,-0.967128,0.754109,-2.14915,-1.46968,-0.660931
71.006621315,-168.525,12.994,-7.92892,9.8096,-4.56339,6.23178,-5.58076,0.966457,-1.14433,5.05787,-0.0631212,2.19141,-2.53198,4.27547,-0.363566,0.933669,-3.63456,2.13791,-0.217451,0.971385,-1.4508
71.029841270,-160.357,14.0107,-4.1345,10.3295,-5.22467,3.98461,-2.96097,2.24854,2.06931,3.22296,0.446342,1.93462,-3.343,1.77736,-2.91819,0.311066,-3.28468,-1.33244,1.48187,0.561191,-1.74351
71.053061224,-163.672,13.7981,-5.97358,12.8197,-1.57209,3.48104,-4.48853,-0.524451,0.159536,1.74366,0.163667,0.0576174,-4.22618,1.27088,-5.26059,-1.94153,-2.24744,0.110034,-1.16503,-0.14449,0.257705
71.076281179,-162.501,13.2511,-4.47903,12.3022,-7.99658,5.72035,-4.17257,0.0956967,-3.00726,1.72365,1.65071,2.58008,-1.10141,-1.37811,-4.15468,-0.822307,-4.32034,-1.51844,-1.11579,1.05129,0.472214
71.099501134,-170.432,11.4751,-3.95721,14.4712,-8.53494,10.2022,-4.38894,6.8926,-3.79905,4.73932,-3.86303,5.46921,-5.80265,2.40966,-6.69338,2.77168,-7.45988,-0.32075,-5.38005,2.09718,-4.22962
71.122721088,-165.49,2.44571,-3.97904,11.0353,-3.20351,8.38912,-2.163,3.0539,2.38196,3.6742,-1.82606,1.32996,-1.80973,-0.977779,-4.08591,-0.198219,-2.74269,-1.20134,-5.22348,-0.195209,-2.41508
71.145941043,-165.397,4.09,-1.25435,11.8282,-6.24704,6.90536,-0.716301,6.86692,-1.49149,0.44392,-2.1458,1.15125,-5.40706,2.08032,-0.967908,1.61016,-3.77212,-0.569876,-2.44407,-1.60777,-1.59427
71.169160998,-166.217,2.50822,-0.536092,11.5106,-7.46255,4.74085,-1.68187,3.75594,0.256836,0.85146,-3.09755,-1.37159,-3.20233,0.471083,-2.41106,2.16779,-1.54178,0.173724,-0.946765,0.154335,-1.81266
71.192380952,-158.857,1.85139,-1.15161,10.6436,-6.65507,9.44502,3.04878,4.59229,2.01974,2.79774,0.507697,1.34392,-2.86396,1.52532,-2.03464,1.41893,-1.7137,0.0170119,-4.16639,-2.78545,-0.878908
71.215600907,-137.822,13.2445,3.24377,12.2295,-2.66545,4.75516,-0.967994,2.37686,-1.50856,0.480343,-0.664628,-0.672676,0.515278,0.864092,-0.964742,-2.86832,-0.626573,-0.640797,-2.19273,-1.6286,-2.75481
71.238820862,-139.698,7.3183,-2.31133,10.2207,-2.16627,7.72731,0.730403,4.55877,-1.18259,3.01602,0.580644,3.60908,0.131354,2.73467,2.75358,2.19533,0.238575,1.15908,0.37783,0.820309,-1.01106
71.262040816,-140.96,6.58371,0.825983,12.6048,-0.318059,6.34284,-3.49442,0.498315,-1.55182,4.28198,0.828524,2.07282,0.902795,3.5637,2.0993,2.72475,1.44077,1.60966,1.32436,0.579977,-3.56376
71.285260771,-143.224,6.89043,-3.1162,9.5167,-2.01366,7.69223,-4.57705,3.10278,1.57591,5.3929,1.38522,3.13294,-2.4383,3.58231,0.778569,1.62629,-1.5918,1.2046,1.45379,-0.23523,-0.667312
71.308480726,-149.818,5.44473,-3.29936,11.0025,-2.55769,5.93583,-3.79992,4.7011,0.891241,5.54719,0.256114,0.38293,-0.41407,8.17646,2.24702,4.31739,-0.962277,-0.876888,-2.48587,-2.96166,-2.09594
71.331700680,-151.371,7.44366,-4.25784,8.91769,-3.31924,9.9053,-4.45197,1.68733,-4.08553,3.67805,1.32187,0.722381,-2.01842,5.6326,3.168,1.91825,0.20961,-1.85221,-3.18399,-3.86548,-3.04824
71.354920635,-160.89,6.34224,-7.42305,14.921,-8.31931,6.00969,-10.2829,2.94332,-4.87867,3.07658,-2.16511,3.21622,-1.99672,7.25512,2.39806,1.54662,0.496259,-0.289695,-0.992064,-3.67381,-2.45091
71.378140590,-153.349,9.43433,2.1971,14.1199,-2.30511,4.62767,-4.92903,2.50576,-1.00116,4.21074,1.45623,0.311618,-3.32202,4.55715,3.42454,3.24376,1.92366,0.79952,-0.887183,-3.41355,-4.29448
71.401360544,-150.462,6.77273,-1.42257,10.4348,-4.67797,3.23394,-7.17085,0.946181,-0.644974,4.11964,2.29569,0.704419,-2.19605,7.10274,3.85643,1.16415,0.0517868,-0.584395,-1.90022,-6.40266,-3.43009
71.424580499,-155.661,8.22736,-0.694052,12.0398,-0.268579,5.87878,-8.97697,-1.20571,-2.03295,3.74168,4.0724,3.11502,-2.04503,5.75547,3.26628,0.84439,-0.993578,0.195434,-2.31704,-7.37445,-2.36075
71.447800454,-160.087,6.82459,-1.10466,11.7376,2.47736,6.559,-6.01775,1.1353,-1.87818,3.94625,2.59423,3.28836,0.0524317,7.67034,1.30436,0.473631,1.14911,1.31813,-1.40294,-5.63083,-5.30182
71.471020408,-156.585,6.98723,-1.00777,10.9179,0.155303,7.27458,-5.99491,-3.07889,-0.112362,2.71058,3.11131,0.162781,-1.93168,6.60097,1.81751,0.876304,-0.972875,2.15525,-2.8933,-5.73171,-5.50426
71.494240363,-155.82,6.66165,-1.1995,13.061,0.677378,6.31999,-6.55205,-1.27524,-0.443762,4.12731,-0.396081,-0.0787403,-0.63434,7.43337,3.15827,4.92902,2.31851,4.00458,0.223546,-5.34089,-4.64459
71.517460317,-156.833,7.18997,-1.57016,10.5869,2.19077,7.5967,-5.96508,-1.57634,-1.40471,4.812,1.69851,1.14625,-0.213857,4.32613,2.14696,2.4289,1.74548,3.91327,-0.825655,-5.27559,-4.28734
71.540680272,-158.507,9.22476,-1.40158,9.49259,0.405229,7.45319,-5.07189,-0.99685,-1.64894,1.3958,0.396323,2.34319,-2.53621,5.22773,3.02588,3.75819,-1.00127,0.0235409,-1.36837,-3.09987,-4.78235
71.563900227,-157.329,7.53366,-4.65857,7.43787,-1.95774,5.13637,-5.38351,-4.01983,-2.98586,3.04507,-0.0963319,1.52564,-0.633812,5.99767,3.83675,4.27692,3.25589,2.86386,1.28927,-0.758408,-1.57206
71.587120181,-156.481,11.076,-3.19873,9.94108,3.05776,5.87959,-6.1116,-0.222445,0.34414,6.14242,2.06505,0.620942,-0.847297,5.78229,2.79752,4.64772,1.32974,1.55333,-2.48457,-3.90034,-3.85776
71.610340136,-153.308,11.3347,-6.08578,4.96156,-3.52657,3.76872,-4.66902,-0.278657,0.35442,4.08832,1.51367,1.82537,-1.78426,5.58863,2.83946,4.67731,-0.163884,2.87748,-1.98595,-3.76262,-3.64184
71.633560091,-145.514,13.8868,-1.91784,8.31051,3.09358,6.127,-1.60777,4.62187,0.0530653,4.25665,0.815462,2.8153,-0.801894,1.7024,-0.819021,2.12059,2.73855,2.25267,-1.18282,-3.57625,-4.42144
71.656780045,-142.545,7.56436,-4.50386,7.2421,0.0742749,5.62327,-0.12105,6.88579,-2.74013,3.07005,-0.46158,5.80785,1.25432,1.59546,-0.490644,1.80744,1.9239,3.4297,-1.98369,-0.176647,-2.49189
71.680000000,-148.747,12.0105,-1.646,4.3661,-1.0539,6.89156,3.1912,8.79606,0.206146,5.0547,1.29771,4.87035,1.83754,3.86096,-1.85779,3.53266,1.60304,2.10393,-1.73983,-2.3704,-2.22525
71.703219955,-157.685,13.1865,-3.01127,4.83875,-3.17792,4.00116,-2.80122,6.78322,0.810911,5.54024,0.719615,5.56934,-1.6708,2.95906,2.50637,4.82587,1.55818,3.92936,-1.17431,-1.07427,-0.199325
71.726439909,-165.195,17.699,-4.37503,5.12025,-12.0261,3.94445,-2.77375,6.28659,0.100387,2.83142,-2.07431,4.0821,-2.48342,6.62499,-0.131586,1.19589,0.201032,4.31306,-4.28792,-3.17715,-2.63045
71.749659864,-163.852,20.8101,-2.67311,7.05342,-6.66597,6.27113,1.03439,3.76793,0.03245,-0.00765565,0.17582,3.9213,2.90751,7.62727,-0.310258,2.61197,1.46331,3.25454,-0.861538,-0.194335,-4.85848
71.772879819,-168.939,21.69,-3.02795,6.7874,-6.18113,4.25646,-0.158065,2.07946,1.14483,-2.69293,0.688619,0.433402,4.01504,4.49437,1.07351,1.23205,0.661893,0.205098,-2.64763,0.510413,-1.97979
71.796099773,-170.713,19.695,-2.34651,10.0015,-6.30332,-0.983985,-3.06081,0.648932,1.79535,-0.890292,-2.13925,1.44364,0.665668,5.2898,0.51399,2.63235,-0.714136,2.34673,-2.60497,0.183592,-2.43871
71.819319728,-146.713,17.8064,-2.86119,10.5785,-3.45174,-0.637484,2.08175,2.78034,-4.3038,1.3405,1.26754,-0.241943,-3.95673,2.95638,-0.493575,2.28819,0.877359,0.726814,-0.686642,0.593002,-3.06389
71.842539683,-155.096,21.5928,-3.7434,8.36583,-0.752436,4.2725,1.133,0.19773,-4.02276,-1.21902,-0.176266,0.487387,-3.76131,0.975715,-0.302848,3.65178,1.41899,3.2435,-3.17148,-1.30034,-1.87965
71.865759637,-158.551,17.0543,-5.4631,3.78322,-2.3079,3.6991,1.44451,3.04974,-1.28564,1.37505,-1.45683,0.0351007,-3.32675,-2.79297,-2.92934,3.27141,3.88979,5.4529,-1.44013,-3.57397,-3.21061
71.888979592,-165.107,15.9139,-8.06728,4.07184,-3.04036,5.63967,5.93614,4.83197,2.09843,1.99687,0.292191,1.51512,-4.99027,-5.23899,-5.41687,1.56505,0.574622,4.36423,-2.03317,-0.801159,-3.9905
71.912199546,-166.606,15.5738,-5.5192,0.899266,-4.31374,5.95757,4.42342,2.51027,0.0822416,-1.74953,0.979406,-0.020153,-2.25955,-3.56179,-0.855878,0.148279,1.90755,7.2737,-2.87282,-0.63837,-1.5896
71.935419501,-166.454,19.6714,-6.2287,4.78921,-3.75517,4.56555,7.41013,5.6749,2.24674,0.186758,1.28464,2.81719,-1.00145,-4.70718,-3.03807,1.25601,0.0345921,5.53601,-1.18454,-1.53109,-1.74399
71.958639456,-166.987,18.0962,-6.21076,5.17739,-4.25725,8.35189,4.80918,4.78675,1.52106,0.831535,1.36776,3.51864,-0.670527,-3.90657,-1.61785,0.323021,-0.684823,6.39781,-2.88458,-3.09429,-0.984417
71.981859410,-167.989,18.7296,-7.75082,3.09677,-2.30785,7.64103,7.27343,6.75231,3.09505,2.11485,2.71996,1.97682,-1.66918,-1.42154,-0.224783,-1.00013,-1.54068,4.15328,-0.890557,-2.13755,-2.76028
72.005079365,-169.158,15.15,-8.41614,4.4346,-3.72895,6.63929,3.90555,6.71679,-1.89782,1.20179,-1.21233,0.845735,-7.04339,-3.10204,-1.61083,-0.361688,-1.33554,5.8405,-1.87186,-0.488101,-3.40671
72.028299320,-147.398,17.6654,-5.69845,4.64173,-2.23728,4.80998,0.443216,5.76165,0.482257,4.78327,2.9458,2.62335,-4.92878,-3.19138,-2.32772,0.276144,-0.415535,1.06518,-3.63035,-3.57762,-2.75312
72.051519274,-148.656,13.4676,-2.57107,4.77757,-1.51698,5.6026,1.92631,7.1622,2.44563,8.4031,1.20422,2.41548,-3.75204,-4.11744,-0.763503,0.724836,2.0438,4.72821,-0.502305,-0.913338,0.0770722
72.074739229,-149.43,11.1566,-3.26578,3.20321,-0.628598,4.75416,4.96963,9.20351,1.75292,5.94662,2.68064,4.84724,-2.05066,-0.376456,0.91529,2.22326,5.27178,4.03157,0.241974,-2.93716,-3.4557
72.097959184,-149.005,13.2865,-2.4398,4.5962,-3.17017,5.44605,0.518684,6.91779,-0.963206,7.94496,3.24391,5.40766,-1.04606,-2.72339,0.197827,2.82167,2.7587,3.26828,-2.50623,-2.25482,-3.12249
72.121179138,-160.539,17.8043,-3.67417,3.96097,-4.87831,7.64126,1.80283,7.53823,-1.34289,6.71564,1.75224,6.04346,-1.7485,-0.386881,-0.117614,3.14606,-0.991377,2.15737,-3.44897,-3.80517,-2.21095
72.144399093,-166.929,20.5823,-4.49048,3.15398,-6.3253,4.19332,1.8671,5.79794,-1.20767,1.00339,2.38055,4.93839,0.682807,2.26876,4.25069,3.71379,-0.341415,4.25833,-0.501129,-0.568487,0.0135938
72.167619048,-171.934,18.0135,-6.24242,2.78751,-5.70879,4.63531,1.33872,3.75252,-1.77105,-0.770056,0.654278,4.20949,-2.19528,-0.958564,-0.57837,-1.28583,-2.795,2.5599,-4.81438,-4.15806,-2.2508
72.190839002,-171.907,18.8669,-4.20152,5.94713,-2.46493,3.91533,5.5878,5.48185,1.68451,0.794783,2.01461,6.69604,1.70489,-1.27103,2.20859,0.459393,-4.88101,1.64667,-4.40108,-0.0852714,0.0800207
72.214058957,-174.853,18.2788,-7.03716,6.53158,-3.0874,1.86948,1.66172,5.4449,-2.02844,1.33297,1.26553,4.99887,0.883738,-0.631502,-0.396501,-1.67526,-4.13726,2.19563,-3.47519,-0.308365,-0.592779
72.237278912,-171.715,23.1087,-1.4096,7.51058,-1.58904,3.62225,1.44263,3.86948,-1.28092,-0.034446,0.459674,3.11871,-1.8666,-1.55734,-2.74553,-1.6876,-6.07729,0.323593,-4.18401,-0.415596,-1.67709
72.260498866,-175.306,14.4528,-8.44825,5.92538,-2.13111,5.48506,3.03482,5.05223,-4.19727,-1.01449,-4.13408,0.0378911,-3.47929,2.51187,1.29866,1.12148,-0.53002,3.75743,-2.19695,-2.83435,-4.05377
72.283718821,-171.735,16.8801,-8.37334,5.61296,-1.17243,6.58482,6.45962,4.69611,-1.11617,2.01411,1.96008,5.68209,-0.672916,1.41,-0.142337,-0.125186,0.52391,4.39453,-2.97975,-2.08536,-2.51874
72.306938776,-172.205,19.9123,-2.50499,7.03528,-3.03848,3.32895,6.39537,5.43975,-0.836591,0.705828,3.15995,5.00233,-2.40405,0.511383,1.34399,2.77255,0.356381,3.52693,-4.23878,-3.69922,-4.77827
72.330158730,-171.939,13.4125,-7.86441,4.31868,-3.7395,4.53609,6.07993,2.93772,-0.730432,3.65388,2.34618,3.76618,-2.07305,0.679554,-0.978412,1.94779,-1.2602,4.59575,-5.38234,-2.40469,-3.13098
72.353378685,-174.702,15.4168,-5.93166,9.88244,-0.925471,4.8666,2.40181,2.86488,-3.45867,2.93096,1.03619,5.95217,-1.71937,1.27598,2.72927,2.50718,-0.481415,2.93952,-5.85813,0.87442,-2.59896
72.376598639,-173.702,20.8772,-5.06105,7.40447,-3.27123,1.20336,4.4906,7.79263,-0.0692776,7.22251,3.96275,2.67161,-5.1737,-0.961164,-1.35677,0.298006,1.03934,6.54646,-0.848018,-0.1645,-4.25948
72.399818594,-190.791,19.4612,-3.38633,6.55003,-5.15279,2.51984,-1.41567,3.26851,2.39975,7.82497,1.34549,3.21101,0.818365,1.60146,-2.12716,3.27318,-0.0225539,2.43963,-5.54699,-2.61573,-5.18814
72.423038549,-179.518,15.074,-2.67291,5.28171,-3.93738,1.92124,-1.02848,2.0388,0.194233,2.90673,0.472008,2.00664,-2.9162,0.609006,-1.5851,2.74598,-0.852404,2.21609,-0.678986,0.814568,-1.17512
72.446258503,-143.622,7.00182,0.777852,9.65571,0.767869,4.9011,-0.767031,0.841618,-2.61257,4.96423,-1.00574,5.02082,-2.35831,3.1254,-2.31605,2.80234,0.0735669,3.40912,0.331019,2.27223,-1.07913
72.469478458,-144.044,0.575107,-5.75332,6.94665,-0.129741,7.09968,3.53322,9.15428,0.280406,5.33755,1.31177,3.44769,1.09648,2.58605,-1.23568,1.41946,1.50901,2.451,0.974621,1.84668,-1.88728
72.492698413,-148.796,3.86878,-1.81922,11.0295,1.70399,5.8581,-0.938769,6.2003,0.812496,7.44178,2.12703,4.19439,-0.175344,3.35983,-1.36054,1.85143,-3.43393,-2.03055,-0.970106,0.375364,-3.09461
72.515918367,-160.279,11.8843,-5.68136,12.9702,-6.26236,10.1406,-4.10433,10.5982,-1.13841,8.07685,-4.28137,7.80174,-2.64162,5.32141,-4.38983,4.36764,-5.37658,0.512655,-5.62997,1.76669,-1.00808
72.539138322,-162.985,11.5123,-2.49942,11.6349,-1.50279,6.61102,-1.61357,3.51099,2.1768,5.93375,-0.574529,3.48861,-1.84697,1.94959,-1.98641,2.38285,-0.947015,-2.61806,-4.54798,-0.98923,-0.487429
72.562358277,-174.501,13.9673,-2.64853,12.2207,-4.47112,6.30151,-2.08571,8.04051,0.471545,6.60958,0.435303,5.0338,-1.52133,5.37956,-3.08287,1.17644,-3.89437,-1.63506,-5.4765,-0.602458,-1.84376
72.585578231,-179.979,17.7411,-5.44412,13.8233,-6.82709,6.64966,-3.63668,8.27667,-2.47386,6.73248,-0.187448,7.29591,-1.6207,5.23401,-3.15185,4.55802,-4.03743,-2.25228,-5.44426,-1.62334,-1.93266
72.608798186,-176.575,18.6078,-3.33037,14.6587,-1.87301,8.05538,-5.83558,6.11382,-2.89474,4.48124,-0.43129,5.48295,1.77294,9.15899,-1.135,1.13777,-3.34844,0.827004,-0.162523,0.634785,-2.08312
72.632018141,-182.261,17.9468,-6.45434,12.4531,-5.64101,10.1831,-1.83169,9.60394,-4.93336,6.58151,0.591561,4.10089,-1.77772,3.87219,-5.69905,2.41735,-1.7452,2.51648,-3.30674,0.230697,0.0975572
72.655238095,-177.422,19.9802,-2.36013,14.0285,-1.50224,6.74054,-2.4866,7.93502,-0.753536,3.83049,0.386919,3.53236,-1.3301,0.828953,-4.07623,-1.24207,-2.23779,0.818475,-2.1039,-1.16591,-0.282878
