TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
61.950839002,2.54291,0,0.487102,0.441785,0.456076,1.5437,0.367853,0.180059,0.69493,0.13998,1.32381,0.216219
61.997278912,1.46069,0.00146082,0.583154,0.209665,1.03164,1.763,0.208934,0,0.664378,0.109066,1.55947,0.559742
62.043718821,0.701016,0.176664,0.633361,0.0929664,0.665041,1.98854,0.0163469,0,0.830998,0.00627876,1.8297,1.06314
62.090158730,1.0774,0.205963,0.740959,0.076694,0.290604,1.94881,0.00898443,0.0523196,0.888691,0,2.1494,1.05212
62.136598639,1.79692,0,0.921879,0.0889998,0.0413885,1.71584,0.0012878,0.412439,1.12572,0,2.27431,0.675971
62.183038549,2.36014,0.165194,0.852204,0.19563,0.175113,1.10625,0.0977416,0.552081,1.13366,0.0180233,2.15454,0.432962
62.229478458,2.40795,0.654082,0.512457,0.38718,0.161907,0.880098,0.329598,0.714299,0.833143,0.78154,1.17793,0.56175
62.275918367,2.35799,0.8645,0.444706,0.257416,0.146473,1.02461,0.391771,0.819061,0.495721,1.08407,0.680313,0.649204
62.322358277,2.53778,0.487709,0.564415,0.0905624,0.153754,1.63333,0.296709,0.575772,0.809099,0.891665,0.42264,0.332369
62.368798186,2.58132,0.357104,0.702047,0.00612834,0.128877,1.55549,0.188276,0.526572,1.13272,0.190035,1.31621,0.045866
62.415238095,2.57853,0.524499,0.74759,0.0526498,0.266698,1.52363,0.0242485,0.545913,1.20032,0,1.48516,0.0457081
62.461678005,2.41181,0.545491,0.732029,0.00935375,0.278845,1.78445,0,0.573665,1.33175,0.0128005,1.59537,0.0529209
62.508117914,2.16084,0.59815,0.609195,0.017333,0.0517913,2.06236,0,0.651917,1.65244,0.016841,1.6529,0.0488333
62.554557823,2.11461,0.666481,0.394471,0.04541,0.346407,1.73731,0.122104,0.565044,1.48768,0.0344614,1.62879,0
62.600997732,2.168,0.620624,0.0626371,0.436737,0.57685,0.979069,0.235929,0.35381,1.2478,0.301242,1.53856,0.23344
62.647437642,1.43446,0.67125,0.0399678,0.411597,0.605276,1.08848,0.0626735,0.120532,1.1561,0.781739,1.46195,0.970828
62.693877551,0.927178,0.385291,0.0303633,0.237428,0.307373,2.10304,0.0336353,0.0919502,0.864309,0.600233,1.56749,1.16733
62.740317460,1.00746,0.172002,0.0969781,0.208769,0.153467,2.67931,0.0293328,0.0789604,0.995675,0.144857,1.98268,0.728063
62.786757370,1.52431,0.0219093,0.340703,0.22986,0.00641564,2.87137,0.00938015,0,1.21287,0.203239,2.07835,0.0069237
62.833197279,1.63932,0.514192,0.400341,0.192068,0.0348621,2.77963,0.0660387,0,1.69982,0.0811925,1.78734,0.0260835
62.879637188,1.58229,0.869035,0.462344,0.15302,0.415952,2.29338,0.0698453,0,1.9262,0.0199636,1.59409,0.0424669
62.926077098,1.48658,1.20627,0.332216,0.11623,0.308658,1.96352,0.0373671,0,1.91422,0.00440971,1.70912,0.0683706
62.972517007,1.4218,1.31555,0.218474,0.180361,0.34265,1.72159,0.0255837,0.0793362,1.73463,0.0591002,1.97819,0.435691
63.018956916,1.10588,1.11689,0.000855795,0.470624,0.485582,1.57561,0.0670058,0.386601,1.37656,0.229648,1.81447,0.808718
63.065396825,1.4761,0.758783,0.000950894,0.394966,0.41815,1.63702,0.128133,0.357545,0.975697,0.5782,1.45749,0.909149
63.111836735,1.7981,0.44317,0.00304992,0.347488,0.179296,1.9231,0.266038,0.140934,1.37072,0.7159,1.19436,0.749151
63.158276644,2.14038,0.143313,0.784731,0.537134,0.000468707,2.30438,0.594589,0,1.71367,0.503221,1.15561,0.438158
63.204716553,2.04709,0.26212,0.958653,0.359379,0.577199,2.05448,0.189185,0.0671206,1.28881,0.0394983,1.87436,0.0182453
63.251156463,1.9789,0.198551,0.933032,0.129276,0.228481,1.89041,0,0.374515,1.07518,0.00639952,2.35261,0.0688595
63.297596372,2.0455,0.405625,1.01696,0.0750875,0.0499208,1.66304,0.00228901,0.210661,1.16916,0.00937752,2.39093,0.0765751
63.344036281,2.09257,0.518674,0.905957,0.0819229,0.146177,1.56824,0.114361,0.183884,1.51385,0.00935935,2.30432,0.0659667
63.390476190,1.71739,0.610563,0.71474,0.134105,0.039167,1.77754,0.202694,0.252282,1.85196,0.398973,2.00634,0.345032
63.436916100,0.913249,0.620079,0.698521,0.453286,0.0266442,1.76549,0.0225421,0.304571,1.62596,0.770619,1.08026,1.16472
63.483356009,0.551171,0.47617,0.890434,0.158005,0.246983,2.35553,0.007156,0.139636,1.04278,0.722955,1.43265,1.01899
63.529795918,0.629974,0.356999,1.02026,0.215265,0.134168,2.31109,0,0.0510549,1.01304,0.565171,1.95826,0.64287
63.576235828,0.693453,0.45943,1.37808,0.195229,0.028758,1.78101,0.0177837,0.0158692,1.12018,0.293843,2.38997,0.25813
63.622675737,0.706973,0.522487,1.79995,0.214259,0.146934,1.15002,0.0695951,0,1.20233,0.0510269,2.46645,0.177097
63.669115646,0.544824,0.237584,2.31916,0.224591,0.139836,0.742224,0.36714,0,1.50501,0.00470928,2.43395,0.129368
63.715555556,0.258666,0.00108895,2.60167,0.203669,0.03902,0.607541,0.0729586,0.0462664,1.69537,0.00115992,2.85306,0.130342
63.761995465,0.186025,0.0299389,2.48552,0.170808,0.0965659,0.673279,0.0842531,0.225503,1.75305,0.0282201,2.75618,0.240537
63.808435374,0.264403,0.0442023,1.58483,0.779117,0.188305,1.392,0,0.0948202,1.17531,0.595941,1.737,0.595754
63.854875283,0.348722,0.0610896,0.815506,0.877352,0.0417034,1.94353,0.00148643,0.0141215,0.594791,1.16873,0.805687,1.44452
63.901315193,0.465229,0.0134881,0.599283,0.59651,0.0802713,2.5213,0.111342,0.0146386,0.62634,1.18458,0.429818,1.54947
63.947755102,0.843324,0.0844063,0.741769,0.479779,0.122076,2.10809,0.72064,0.00562656,0.770016,0.683406,1.07567,1.05481
63.994195011,0.724661,0.12598,0.515098,0.675491,0.0982327,1.92722,1.09886,0,0.860833,0.271442,2.03132,0.237288
64.040634921,0.0239664,0.0790077,0.320318,0.261231,0.0496071,1.60293,0.851905,0.0174689,1.101,0.00391134,2.29798,0.103497
64.087074830,0,0.0835049,0.529878,0.351414,0.140104,1.38379,0.284393,0,1.34163,0,2.33371,0.233254
64.133514739,0,0.0867811,0.750232,0.421095,0.144437,1.32154,0,0.0579984,1.52267,0.00284595,2.30876,0.224564
64.179954649,0,0.105743,0.9815,0.54907,0.0115971,1.08264,0.0273005,0.238511,1.84561,0.00760149,2.0616,0.527311
64.226394558,0,0.0840809,0.796076,0.723968,0.0474247,1.46893,0.0764284,0.156339,1.92935,0.661755,0.560324,1.49148
64.272834467,0,0.396571,0.830251,0.12417,0.0641468,1.32525,0.115104,0.574575,1.71377,0.959375,0.219197,1.62171
64.319274376,0,0.589046,1.53601,0.0558478,0.05294,1.39776,0.110334,0.470139,1.37029,0.789837,0.122704,1.42073
64.365714286,0.0132706,0.443815,2.1838,0.0910936,0.0348633,1.25851,0.784832,0.0764778,1.7235,0.561591,0.575527,1.16292
64.412154195,0.00129996,0.110513,2.21798,0.122169,0.0313288,1.26172,1.18855,0.0104919,1.60507,0.29596,1.24334,1.51605
64.458594104,0,0.000821231,1.57053,0.164367,0.0163022,1.563,0.691608,0.00330614,0.957444,0.108552,2.07477,2.21039
64.505034014,0,0,1.26222,0.159655,0,1.61851,0.526224,0.0018422,1.05718,0.464112,2.33778,1.98515
64.551473923,5.81075e-05,0,1.26402,0.193951,0.0142126,1.64853,0.408012,0.00165871,1.09516,0.458545,2.60775,1.22126
64.597913832,3.27095e-05,0,1.00851,0.4895,0.112386,1.55298,0.240268,0.0181406,0.571804,0.396172,2.81921,0.61768
64.644353741,0.0520477,0,0.268707,1.07144,0.034801,1.15051,0.752131,0.0313732,0.7586,0.45952,2.44277,0.231239
64.690793651,0.831683,0,0.0407576,0.993302,0.0618742,0.549551,0.972532,0.0268045,1.79895,0.377165,1.51054,0.304909
64.737233560,1.63149,0,0.113039,1.21179,0.0451638,0.203219,1.10487,0.0336523,2.44885,0.160464,0.277229,0.392313
64.783673469,2.57308,0,0.000317112,1.22645,0.0181311,0.0165909,0.835524,0.208503,2.88433,0.100913,0.0679495,0.458829
64.830113379,2.81116,2.18894e-05,0.00094794,1.24821,0.0268616,0,0.543887,0.596298,3.01439,0.11054,0.0281513,0.194237
64.876553288,2.25961,0.172133,0,1.11954,0.0168509,0.00269404,0.170406,0.90663,3.26215,0.121897,0.00420014,0.091048
64.922993197,2.17383,0.628175,0.00084938,0.915256,0,0,0.0142742,0.545248,3.63581,0.116074,0.036974,0
64.969433107,2.0122,1.69057,0.000282398,1.1432,0,0,0.0152011,0.00768873,3.97133,0.145244,0.00534566,0
65.015873016,1.21547,2.32491,0,0.573959,0,0.00509543,0.0389895,0.18199,3.97653,0.136462,0.0489172,0.297654
65.062312925,1.19127,2.13869,0.0487104,0.264821,0.373696,0,0.135495,0.279409,3.56098,0.138701,0.120815,0.681675
65.108752834,1.14316,1.44469,0.177754,0.165872,0.170202,0,0.839652,0.0590942,3.23229,0.125379,0.12456,0.934769
65.155192744,1.42513,0.808061,0.211232,0.157939,0.108205,0.0419235,1.16683,0.298277,2.89434,0.0692704,0.0478326,0.744131
65.201632653,1.15793,0.558933,0.0769633,0.162778,0.075351,0.0314793,1.21119,0.725024,2.63796,0.259018,0.00596536,0.32383
65.248072562,1.97328,0.394735,0.0155727,0.511991,0,0.0475859,0.720409,1.19813,2.62776,0.35181,0.00688368,0.144412
65.294512472,2.29406,1.10127,0.0832758,0.566058,0.136314,0,0.0181978,1.83278,2.52202,0.156627,0.00427294,0.0517936
65.340952381,2.21065,1.56634,0.182938,0.659047,0.0366739,0,0.0111676,2.29206,1.96984,0.0632789,0.00253431,0
65.387392290,1.82425,2.33802,0.209218,0.646087,0.000994098,0.0141752,0.00158746,2.44566,1.38983,0.0585915,0.000508435,0
65.433832200,1.08338,2.77601,0.212331,0.555405,0.00538473,0.0263647,0,2.51281,1.1955,0.117923,0,5.11975e-05
65.480272109,0.697014,2.48922,0.461833,0.399394,0.0305503,0,0,2.7782,1.11566,0.140646,0.103834,0.230689
65.526712018,1.25154,2.00359,0.505212,0.260853,0.0750848,0,0,2.92709,0.872225,0.143711,0.331685,0.448315
65.573151927,1.57345,1.58842,0.122277,0.751272,0.177215,0,0,3.24721,0.420206,0.114795,0.265254,0.397607
65.619591837,2.2382,0.725284,0.0179515,1.33611,0.163839,0.00587699,0,2.87048,0.941456,0.078385,0.0494156,0.10928
65.666031746,2.46607,0.225531,0.0625614,1.67382,0.117461,0.0139445,0,2.4001,1.6675,0.0661476,0.000589869,0.0196382
65.712471655,2.39409,0,0.0800335,1.67695,0.0516759,0.0193847,0,2.22832,2.06158,0.080235,0.000389656,0.000110989
65.758911565,2.81883,0,0.173388,1.5421,0.0346206,0.0189368,0,2.4278,1.8637,0.076364,0.000167181,0.0731301
65.805351474,2.985,0.0116026,0.10347,1.27631,0.0291556,0.137748,0,2.71798,1.18617,0.0753626,6.16981e-06,0.136055
65.851791383,2.77179,0,0.244717,0.786424,0.0511991,0.311521,0.0132128,2.68645,0.859035,0.145611,0,0.153096
65.898231293,2.85077,0,0.206303,1.09274,0.16781,0.321927,0.0587793,2.33374,0.843967,0.396184,0.000178377,0.422559
65.944671202,3.21099,0,0.106381,1.31664,0.520909,0.253081,0.0855569,1.74751,0.630371,0.787279,0.0372952,0.330158
65.991111111,3.26497,0,0.114715,1.16495,0.75142,0.17888,0.0625048,1.08086,1.0869,0.652716,0.0635958,0.286758
66.037551020,3.27509,0.000145768,0.178804,0.894324,0.839884,0.131915,0.0617601,0.415906,2.32111,0.136922,0.0435546,0.120163
66.083990930,3.60525,0,0.0606619,0.979572,0.689824,0.0178017,0.0237681,0.650735,2.82063,0.132493,0.00403686,0.0811094
66.130430839,3.9269,0,5.89864e-05,0.777032,0.657531,0,0.0106022,0.721389,2.7839,0.138256,0.00092566,0
66.176870748,3.91121,0,0.20446,0.480999,0.535253,0,0.00180665,1.11232,2.47376,0.105236,0,0
66.223310658,3.8535,0.161697,0.428267,0.339641,0.568551,0,0.0238468,1.1249,2.49029,0.0939773,0.0656675,0
66.269750567,3.50627,0.334319,0.353612,0.171289,0.602665,0.121725,0.0302283,1.08209,2.38758,0.0294598,0.14551,0.142268
66.316190476,3.09389,0.317271,0.27397,0.0576496,0.554921,0.0560988,0.0137649,1.21899,2.11308,0.112543,0.150296,0.401286
66.362630385,3.03795,0.0366213,0.279951,0.494841,0.531687,0.00472267,0.0110632,0.978033,2.04183,0.374557,0.184614,0.427306
66.409070295,3.37877,0.000321932,0.166994,1.11565,0.556492,0.0115622,0.0104516,0.0958816,2.55181,0.543394,0.0778242,0.222063
66.455510204,3.47284,0.00166921,0.137167,1.18487,0.648508,0.0169029,0.082853,0.175075,2.96498,0.0684017,0,0.132277
66.501950113,3.52789,0.00270507,0.169277,1.05645,0.809499,0.00993106,0.268429,0.153615,2.77051,0.100183,0.0412278,0.072221
66.548390023,3.39193,0.146948,0.155814,0.631009,0.785378,0,0.306377,0.24775,2.63509,0.205592,0.393894,0
66.594829932,3.08538,0.885746,0.258751,0.404643,0.780453,0,0.0819992,0.375626,2.3601,0.203551,0.614806,0.0367777
66.641269841,2.8273,1.2212,0.100494,0.252118,0.849508,0.00370915,0.0101385,0.542731,2.23124,0.145019,0.658431,0.111494
66.687709751,2.3336,1.37939,0.0769503,0.269822,1.11035,0.011626,0.182685,0.666809,2.33025,0.140536,0.659448,0.424967
66.734149660,1.66609,1.21254,0.0703701,0.068831,1.13618,0.0454701,0.474311,0.276548,2.4835,0.13664,0.89325,0.50539
66.780589569,1.96432,0.6656,0.0617147,0.00745315,0.912735,0.036555,0.801552,0.359066,2.08069,0.255147,1.13906,0.257648
66.827029478,2.47386,0.143105,0.139506,0.0307042,0.679218,0.0122357,0.682373,0.2677,2.00113,0.333931,1.22147,0.158565
66.873469388,2.6431,0.00227158,0.413814,0.0170248,0.35221,0.100375,0.571609,0.359544,2.04848,0.232547,1.0614,0.113641
66.919909297,3.17974,0.000584706,0.240128,0.574614,0.503641,0.00462834,0.405679,0.448187,1.8581,0.245888,0.694774,0.0508073
66.966349206,3.52218,0.000943784,0.125063,0.738649,0.602091,0.0549183,0.225782,0.496213,2.17084,0.193727,0.263978,0
67.012789116,3.85672,0.0757982,0.0755309,0.762018,0.678702,0.117746,0.0376887,0.619604,2.16158,0.119229,0.0145013,0.222241
67.059229025,3.89826,0,0.0729956,0.936081,0.637985,0.103147,0.17508,0.692517,2.67326,0.1262,0.0502192,0.447843
67.105668934,3.42587,0,0.0920476,0.752323,0.610217,0.0779729,0.426135,0.39256,2.77789,0.461791,0.120917,0.712569
67.152108844,3.05364,0.0576288,0.112359,0.622197,0.651583,0.0190572,0.626504,0.231897,2.38366,0.623643,0.133973,0.721039
67.198548753,3.10687,0.0796789,0.151934,0.632516,0.747749,0.0680087,0.413124,0.192551,2.60506,0.488733,0.018953,0.484875
67.244988662,3.12335,0.0300289,0.139381,0.782798,0.629973,0.0668518,0.0778368,0.0688178,2.81934,1.19699,0,0.246418
67.291428571,2.77924,0.00182957,0.422457,0.701927,0.263337,0.893434,0.063541,0,2.48779,1.71582,0,0.0617613
67.337868481,2.52804,0.000928317,0.798109,0.669559,0.051096,0.89932,0.0491302,0,2.76272,1.29409,0.000576926,0
67.384308390,2.35686,0.000404382,0.854441,0.743636,0.0586207,0.661128,0.0199924,0.00226864,3.04744,0.459363,0.000884188,0.0183795
67.430748299,2.27311,0.056626,0.628834,0.703963,0.0668109,0.640715,0.0298452,0.00249364,3.29539,0.0365542,0.00115528,0.00770846
67.477188209,2.30377,0.0840174,0.253859,0.869495,0.0218528,0.439616,0.0266981,0,3.36368,0.0060113,0.0173969,0.128391
67.523628118,2.35674,0.142562,0.108654,1.36892,0.136886,0.052104,0.00331784,0.0319427,2.97663,0.262023,0,0.343291
67.570068027,2.39749,0.0801707,0.172031,1.35596,0.227983,0.0462617,0,0.0747129,2.70239,0.435066,0.163447,0.411333
67.616507937,2.47883,0.0457234,0.350958,0.948699,0.578828,0.0509267,0.000960559,0.231852,3.04113,0.394477,0.210135,0.405733
67.662947846,2.66791,0.000695751,0.194788,0.771463,0.625988,0.0146156,0.0130625,0.355293,2.20429,2.37105,0.0270064,0.319144
67.709387755,2.43356,0,0.0532877,0.85809,0.190454,0.301417,0,0.22714,1.42387,2.88023,0.321262,0.0785097
67.755827664,2.1804,0,0.0615387,0.70954,0.104426,0.292184,0.00204198,0.0405197,1.10655,2.62668,1.51737,0
67.802267574,1.99594,0,0.0712859,0.853903,0.200143,0.339757,0.0124273,0.139488,0.906289,1.50057,2.38715,0
67.848707483,1.88304,0,0.217974,0.811155,0.00133965,0.39435,0.146607,0,1.152,0.567104,2.68528,0.198562
67.895147392,1.82449,0,0.167304,0.905261,0.0827265,0.331597,0.711499,0.00914083,0.997744,0.277223,2.34728,0.208785
67.941587302,2.45048,0.0393637,0.097483,1.10676,0.477834,0.250443,0.925663,0.0242672,0.731937,0.597494,1.71228,0.232487
67.988027211,2.6493,0,0.0842064,1.07165,0.48085,0.0190108,0.758897,0.380868,1.24088,0.72686,1.09628,0.40658
68.034467120,2.72968,0,0.000927846,1.16935,0.26775,0.0201952,0.201215,0.456406,2.06994,0.413949,0.596489,0.608046
68.080907029,2.95561,0.00128918,0.00205291,1.61078,0.182752,0,0.131512,0.422597,1.96804,0.244331,0.788655,0.343505
68.127346939,2.88174,0.00904038,0.00273222,2.11464,0.347078,0.0224391,0.0294225,0.0420037,2.28959,0.287091,0.907455,0
68.173786848,2.31279,0.669949,0.0820691,2.06639,0.39616,0.0114238,0.0392836,0,2.61223,0.259331,0.913196,0
68.220226757,1.44647,1.30049,0.112627,2.06136,0.216557,0.00197314,0.0504813,0,3.0386,0.135096,0.85527,0
68.266666667,0.605585,2.16856,0.147617,1.97508,0,0.014166,0.0477049,0,3.15128,0.0956024,0.818371,0.430615
68.313106576,0.729688,1.90441,0.302832,1.39541,0.00551712,0,0.0403939,0.0444617,3.17626,0.128225,0.930236,0.551395
68.359546485,1.08162,1.50274,0.259139,0.8005,0.0102442,0,0.0456112,0,3.04686,0.11655,1.00537,0.716169
68.405986395,1.33784,1.37434,0.190403,0.836011,0.0216386,0,0.0203075,0,2.82227,0.0949571,0.743813,0.719529
68.452426304,2.30286,0.650479,0.00104947,1.33033,0.0807715,0,0.0125818,0.0948856,2.75743,0.16484,0.593392,0.286865
68.498866213,2.45285,0.525668,0.00356191,1.61608,0.0506836,0.130387,0.00532442,0.382941,2.04145,0.175944,0.764443,0.121208
68.545306122,1.84739,1.22706,0.0738429,1.62398,0.0224003,0.295344,0.0022305,0.917545,1.41329,0.136431,0.683656,0.0621792
68.591746032,1.23738,1.58577,0.145222,1.40102,0.00771128,0.102727,0.00767742,2.09986,0.807191,0.0560696,0.43553,0.0146895
68.638185941,0.594116,2.07926,0.216457,1.47285,0.0188495,0.00870772,0,2.50908,0.365918,0.0336521,0.307326,0.0135495
68.684625850,0.66494,2.542,0.200354,1.41128,0.0117537,0.0144938,0.0096848,2.59255,0.415972,0.250543,0,0.23948
68.731065760,0.931036,1.98706,0.225143,1.40231,0.0157443,0.0107826,0,2.56449,0.502865,0.697932,0.0253099,0.396197
68.777505669,1.0892,1.56632,0.124105,1.38131,0.0400539,0,0.00124118,2.56517,0.468835,0.853377,0.0469836,0.432085
68.823945578,1.72051,1.25706,0,1.46245,0.067147,0,0.00135327,2.62669,0.275068,0.884119,0.0335264,0.582853
68.870385488,2.48362,0.324384,0,2.03322,0.0929154,0,0,2.51825,0.178425,0.452473,0.627556,0.539377
68.916825397,2.70623,0,0.0340353,2.57223,0.0755124,0,0.00222477,2.45892,0.111047,0.194009,0.889362,0.408366
68.963265306,2.89292,0,0.098018,2.74409,0.0546565,0,0.0187886,2.32202,0.0172574,0.18545,0.809236,0.108287
69.009705215,2.95791,0.000274195,0.103693,2.44666,0.0439786,0,0.0048524,2.37424,0.0794727,0.106447,1.13319,0.103425
69.056145125,2.64809,0,0.41779,2.18035,0.0242059,0.0581414,0.00178084,2.54374,0.125257,0.0534733,1.29331,0.305192
69.102585034,2.05095,0,0.662117,1.8354,0.0315196,0.1937,0.0286072,2.41509,0.30121,0.131718,1.4113,0.517282
69.149024943,1.03226,0.361179,0.43785,1.36933,0.0744803,1.04373,0,1.88781,0.432725,0.350988,0.828873,0.762085
69.195464853,0.531,0.557148,0.354954,0.835538,0.103994,1.73106,0.188786,1.20346,0.361238,0.918936,1.02445,0.908128
69.241904762,0.391863,0.618364,0.170561,1.26862,0.112809,1.55951,0.217506,0.980345,0.422554,1.28607,1.92022,0.371193
69.288344671,0.313154,0.384199,0.0756342,1.98035,0.128942,0.687289,0.0317996,1.39674,0.302437,0.983273,2.54527,0.211236
69.334784580,0.237281,0.00212946,0.117212,2.25878,0.085236,0.601156,0.001525,1.31487,0.144754,0.0809259,2.85303,0.0911987
69.381224490,0.096972,0.00605386,0.545946,2.34618,0.247717,0.568946,0.0443534,1.06326,0.126494,0.00859281,2.7432,0
69.427664399,0,0.0121867,0.641912,2.35504,0.199868,0.576336,0.000549012,0.845288,0.0569797,0.132951,2.90603,0
69.474104308,0.000356093,0.000330193,0.17862,2.46953,0.163765,0.576405,0.00466576,0.743269,0.0799869,0.0602921,3.17896,0
69.520544218,0,0,0.206402,2.68323,0.0963324,0.597068,0.00190685,0.532611,0.0695062,0.131036,2.8693,0.169451
69.566984127,0,0,0.245489,2.56071,0.216814,0.788954,0.0111022,0.238302,0.0875894,0.123719,2.59719,0.1595
69.613424036,0.00115689,0.0104053,0.116629,1.83948,0.346786,1.30739,0.0306405,0.152168,0.128098,0.195083,2.87937,0.0934561
69.659863946,0.0755489,0.0277708,0.0484926,1.67794,0.206995,1.43105,0.0535112,0.0309494,0.139444,0.112788,2.89392,0.0646389
69.706303855,0.0723169,0.000308003,0.0107402,1.79192,0.0776368,1.25151,0.0498726,0.0136009,0.109801,0.139636,2.8862,0.0536993
69.752743764,0,0.000178835,0.00172279,1.67261,0.025587,1.43603,0.0276501,0.0410874,0.0520468,0.144888,2.89357,0.0673859
69.799183673,0,0,0.00451277,1.50049,0.0284845,1.51984,0.000518584,0.283382,0.0471734,0.10644,2.88996,0.146161
69.845623583,0,0.00297159,0.0368684,1.35931,0.0433055,1.39985,0.0101711,0.404106,0,0.0203711,2.98091,0.127346
69.892063492,5.14687e-05,0.000131308,0.129974,1.08852,0.540397,1.15224,0.00982266,0.180421,0.0763544,0.052178,3.31152,0.0856703
69.938503401,0,0.0172086,0.107612,1.19926,0.235616,0.622131,0.0452608,0.000727059,0.135978,0.181858,3.0902,0.604142
69.984943311,0,0.0238418,0.0215817,1.60694,0.0677126,0.366085,0.0546337,0.0195052,0.272649,0.648664,2.49626,1.08042
70.031383220,0,0.070583,0.180621,1.9388,0.101801,0.370316,0.0536151,0.0594394,0.341116,0.440948,2.47695,1.24371
70.077823129,0,0,0.396479,1.98529,0.0947537,1.03421,0.039957,0.224932,0.265279,0.0818056,2.6134,1.00396
70.124263039,0,0,0.397022,1.65212,0.155941,1.37917,0.244318,0.550782,0.166634,0.0448336,2.6448,0.325553
70.170702948,0,0,0.299139,1.64608,0.311719,1.52202,0.523994,0.662036,0.00391821,0.33911,2.34564,0.145791
70.217142857,0,0,0.294268,1.25801,0.674981,1.83638,0.351099,0.897597,0.0267419,0.605346,2.21847,0.0723302
70.263582766,0.000166362,0.0291424,0.466,0.656839,0.799017,1.72814,0,1.10141,0.104719,0.715034,2.60107,0.0606058
70.310022676,0.0568485,0.205439,0.761496,0.842576,0.875619,1.44974,0.0509066,1.14968,0.0643182,0.676387,2.6387,0.306268
70.356462585,0.0313308,0.744993,0.583381,0.876915,0.894559,0.684574,0.127817,1.12571,0.231483,0.704105,3.05393,0.267508
70.402902494,0.016336,0.727998,0.372081,0.745156,1.02157,0.300489,0.207065,0.912436,0.453829,0.239001,3.19408,0.296496
70.449342404,0,0.299092,0.49339,0.461708,0.10604,1.69636,0.206827,1.16598,0.470267,0.109153,2.95204,0.597203
70.495782313,0,0.0973738,0.233465,0.424269,0.0273862,2.16839,0.232504,1.38597,0.264696,0.16225,2.54655,0.935437
70.542222222,0,0.124366,0.208056,0.501812,0.158046,2.4783,0,1.54018,0.137412,0.344643,2.04968,1.26339
70.588662132,0.000323458,0.0285531,0.144913,1.11369,0.0337493,1.92998,0,1.91517,0.149542,0.0748764,2.08451,1.33412
70.635102041,0.000549981,0,0.207554,1.8007,0.0062622,1.28075,0,1.74605,0.755171,0.0834994,1.74315,1.23679
70.681541950,0.0338543,0,0.194206,2.09893,0,0.984966,0.00443342,1.29239,1.38063,0.0428512,1.677,0.631175
70.727981859,0.0105479,0,0.184729,1.85356,0,0.805272,0,0.853112,2.58138,0.0175533,1.26262,0.156109
70.774421769,0,0.0602127,0.0466418,1.49117,0,0.590778,0.05304,0.433065,2.82384,0.127966,0.983466,0.661901
70.820861678,0,0,0.0248178,1.53363,0.0418846,0.607915,0.0611201,0.561647,2.39678,0.429682,1.06285,0.859938
70.867301587,0.0474518,0.0925197,0.00590421,1.70664,0.368328,1.0371,0.0511531,0.710512,1.57015,0.440961,1.20678,0.834607
70.913741497,0.0868413,0.456979,0.00203271,1.58773,0.909634,1.66635,0.0260072,0.643323,0.473566,0.122745,2.2427,0.818817
70.960181406,0.122616,0.604311,0.00896445,1.37336,0.836471,1.90291,0,0.353363,0.197281,0.0545337,2.54685,1.02785
71.006621315,0.133128,0.528876,0.177055,1.10331,0.462846,2.07599,0.016263,0.20182,0.172793,0.0201723,2.7882,1.17562
71.053061224,0.0929882,0.343013,0.415543,1.14235,0.103831,1.85515,0.777075,0.227221,0.242022,0,2.86735,0.602378
71.099501134,0.157806,0.0793312,0.993222,1.51512,0.0229875,1.5602,1.51491,0.304216,0.285668,0,2.06937,0.0285257
71.145941043,0.980816,0.406611,0.914123,1.0044,0.818159,0.200206,1.63177,0.262424,0.342037,0.696913,1.62209,0.208494
71.192380952,1.58051,0.53113,0.508754,0.430556,0.941068,0.00990118,0.408831,0.397488,0.391571,1.11196,1.81964,0.170747
71.238820862,2.21174,0.590792,0.147042,0.963372,0.95864,0.0132677,0.379279,0.601591,0.216403,1.01897,1.61285,0.135392
71.285260771,2.45453,0.720765,0.00090013,1.10195,1.06393,0.0412618,0.379626,0.269019,0.394729,0.442891,1.43896,0.101626
71.331700680,1.57693,2.42029,0.00279835,0.308582,0.859693,0.187853,0.0763727,0.241145,0.587055,0.0878286,1.50928,0.091197
71.378140590,0.13205,3.55127,0.106342,0.0793211,0.985224,0.71448,0.209013,0.28181,0.857795,0.03283,0.989323,0.354908
71.424580499,0.01763,4.11245,0.0887101,0.00970508,1.13642,0.827695,0.178916,0.0283296,1.05567,0,0.42049,0.200857
71.471020408,0,4.12062,0.00684674,0.0068543,0.772423,0.807921,0.322422,0.0123542,1.73134,0.342035,0,0.000183704
71.517460317,0.0513227,4.22324,0.0027169,0.00185395,0.181447,0.525033,0.30299,0.0110742,2.1384,0.370323,0,0
71.563900227,0.147271,4.14883,0.000859547,0,0.104701,0.45714,0.267633,0.268899,2.17195,0.3129,0.185878,0.00496216
71.610340136,0.498628,3.71369,0.000953729,0,0.0867569,0.44718,0.674351,0.491001,1.51106,0.48904,0.371387,0.157804
71.656780045,1.58302,2.71643,0.00181031,0,0,0.743377,0.913781,0.407239,0.979433,0.442995,0.367352,0.156461
71.703219955,2.4899,1.54053,0.00254127,0.035053,0.187214,1.06414,0.46282,0.329654,1.40332,0.317327,0.35611,0.0786099
71.749659864,3.04318,0.605158,0.00222933,0,0.93309,0.673964,0.362011,0.441358,1.78355,0.0835254,0.133771,0.087891
